loss,delay,fast_recovery,md5_hash,ttc
1,0,1,0b96f154cac709309fc80df4bc5de142,2.3510055541992188
1,0,1,0b96f154cac709309fc80df4bc5de142,2.3417253494262695
1,0,1,0b96f154cac709309fc80df4bc5de142,2.2857038974761963
1,0,1,0b96f154cac709309fc80df4bc5de142,2.2802319526672363
1,0,1,0b96f154cac709309fc80df4bc5de142,2.357945203781128
1,0,0,0b96f154cac709309fc80df4bc5de142,2.3570733070373535
1,0,0,0b96f154cac709309fc80df4bc5de142,2.3450748920440674
1,0,0,0b96f154cac709309fc80df4bc5de142,3.361278772354126
1,0,0,0b96f154cac709309fc80df4bc5de142,2.3483316898345947
1,0,0,0b96f154cac709309fc80df4bc5de142,2.4814870357513428
1,20,1,0b96f154cac709309fc80df4bc5de142,3.1212785243988037
1,20,1,0b96f154cac709309fc80df4bc5de142,3.2094407081604004
1,20,1,0b96f154cac709309fc80df4bc5de142,5.899866580963135
1,20,1,0b96f154cac709309fc80df4bc5de142,3.5821361541748047
1,20,1,0b96f154cac709309fc80df4bc5de142,3.9850282669067383
1,20,0,0b96f154cac709309fc80df4bc5de142,19.13776969909668
1,20,0,0b96f154cac709309fc80df4bc5de142,14.56531834602356
1,20,0,0b96f154cac709309fc80df4bc5de142,4.3832619190216064
1,20,0,0b96f154cac709309fc80df4bc5de142,3.521533966064453
1,20,0,0b96f154cac709309fc80df4bc5de142,11.862482070922852
1,40,1,0b96f154cac709309fc80df4bc5de142,4.141209363937378
1,40,1,0b96f154cac709309fc80df4bc5de142,5.843511343002319
1,40,1,0b96f154cac709309fc80df4bc5de142,9.157188177108765
1,40,1,0b96f154cac709309fc80df4bc5de142,8.449388027191162
1,40,1,0b96f154cac709309fc80df4bc5de142,8.646230697631836
1,40,0,0b96f154cac709309fc80df4bc5de142,15.946032762527466
1,40,0,0b96f154cac709309fc80df4bc5de142,47.638692140579224
1,40,0,0b96f154cac709309fc80df4bc5de142,26.453970193862915
1,40,0,0b96f154cac709309fc80df4bc5de142,15.537614583969116
1,40,0,0b96f154cac709309fc80df4bc5de142,50.03609800338745
1,60,1,0b96f154cac709309fc80df4bc5de142,12.094041109085083
1,60,1,0b96f154cac709309fc80df4bc5de142,29.072381019592285
1,60,1,0b96f154cac709309fc80df4bc5de142,27.814794540405273
1,60,1,0b96f154cac709309fc80df4bc5de142,20.278810262680054
1,60,1,0b96f154cac709309fc80df4bc5de142,43.81585073471069
1,60,0,0b96f154cac709309fc80df4bc5de142,30.618903398513794
1,60,0,0b96f154cac709309fc80df4bc5de142,53.07290863990784
1,60,0,0b96f154cac709309fc80df4bc5de142,19.944307804107666
1,60,0,0b96f154cac709309fc80df4bc5de142,31.239036321640015
1,60,0,0b96f154cac709309fc80df4bc5de142,50.503947019577026
1,80,1,0b96f154cac709309fc80df4bc5de142,16.28669309616089
1,80,1,0b96f154cac709309fc80df4bc5de142,12.511340379714966
1,80,1,0b96f154cac709309fc80df4bc5de142,8.965318202972412
1,80,1,0b96f154cac709309fc80df4bc5de142,57.108818769454956
1,80,1,0b96f154cac709309fc80df4bc5de142,28.351212978363037
1,80,0,0b96f154cac709309fc80df4bc5de142,60.420355558395386
1,80,0,0b96f154cac709309fc80df4bc5de142,41.92250180244446
1,80,0,0b96f154cac709309fc80df4bc5de142,37.38200378417969
1,80,0,0b96f154cac709309fc80df4bc5de142,49.94600772857666
1,80,0,0b96f154cac709309fc80df4bc5de142,9.451776027679443
1,100,1,0b96f154cac709309fc80df4bc5de142,85.39181685447693
1,100,1,0b96f154cac709309fc80df4bc5de142,81.72021150588989
1,100,1,0b96f154cac709309fc80df4bc5de142,59.97255611419678
1,100,1,0b96f154cac709309fc80df4bc5de142,28.403501987457275
1,100,1,0b96f154cac709309fc80df4bc5de142,36.929317235946655
1,100,0,0b96f154cac709309fc80df4bc5de142,79.57484841346741
1,100,0,0b96f154cac709309fc80df4bc5de142,100.48857522010803
1,100,0,0b96f154cac709309fc80df4bc5de142,48.210476875305176
1,100,0,0b96f154cac709309fc80df4bc5de142,38.39758634567261
1,100,0,0b96f154cac709309fc80df4bc5de142,98.78464674949646
1,120,1,0b96f154cac709309fc80df4bc5de142,62.62035608291626
1,120,1,0b96f154cac709309fc80df4bc5de142,73.48051834106445
1,120,1,0b96f154cac709309fc80df4bc5de142,39.54237461090088
1,120,1,0b96f154cac709309fc80df4bc5de142,89.29748392105103
1,120,1,0b96f154cac709309fc80df4bc5de142,77.27175307273865
1,120,0,0b96f154cac709309fc80df4bc5de142,113.81215262413025
1,120,0,0b96f154cac709309fc80df4bc5de142,121.33642959594727
1,120,0,0b96f154cac709309fc80df4bc5de142,71.55388140678406
1,120,0,0b96f154cac709309fc80df4bc5de142,114.85478806495667
1,120,0,0b96f154cac709309fc80df4bc5de142,81.67903542518616
1,140,1,0b96f154cac709309fc80df4bc5de142,55.683269023895264
1,140,1,0b96f154cac709309fc80df4bc5de142,84.30818438529968
1,140,1,0b96f154cac709309fc80df4bc5de142,103.51914167404175
1,140,1,0b96f154cac709309fc80df4bc5de142,75.62411117553711
1,140,1,0b96f154cac709309fc80df4bc5de142,77.08187007904053
1,140,0,0b96f154cac709309fc80df4bc5de142,83.64059090614319
