loss,delay,fast_recovery,md5_hash,ttc
1,140,0,0b96f154cac709309fc80df4bc5de142,116.01008653640747
1,140,0,0b96f154cac709309fc80df4bc5de142,134.7152442932129
1,140,0,0b96f154cac709309fc80df4bc5de142,114.34369564056396
1,140,0,0b96f154cac709309fc80df4bc5de142,84.88338804244995
1,160,1,0b96f154cac709309fc80df4bc5de142,67.91007590293884
1,160,1,0b96f154cac709309fc80df4bc5de142,100.33620119094849
1,160,1,0b96f154cac709309fc80df4bc5de142,85.44323444366455
1,160,1,0b96f154cac709309fc80df4bc5de142,87.28097105026245
1,160,1,0b96f154cac709309fc80df4bc5de142,98.91966032981873
1,160,0,0b96f154cac709309fc80df4bc5de142,87.9691514968872
1,160,0,0b96f154cac709309fc80df4bc5de142,119.25478982925415
1,160,0,0b96f154cac709309fc80df4bc5de142,88.00967621803284
1,160,0,0b96f154cac709309fc80df4bc5de142,105.56200456619263
1,160,0,0b96f154cac709309fc80df4bc5de142,123.24416828155518
1,180,1,0b96f154cac709309fc80df4bc5de142,94.07921648025513
1,180,1,0b96f154cac709309fc80df4bc5de142,81.83295488357544
1,180,1,0b96f154cac709309fc80df4bc5de142,83.01411199569702
1,180,1,0b96f154cac709309fc80df4bc5de142,69.42771053314209
1,180,1,0b96f154cac709309fc80df4bc5de142,80.01677751541138
1,180,0,0b96f154cac709309fc80df4bc5de142,100.26899194717407
1,180,0,0b96f154cac709309fc80df4bc5de142,111.04559111595154
1,180,0,0b96f154cac709309fc80df4bc5de142,121.10406255722046
1,180,0,0b96f154cac709309fc80df4bc5de142,84.90636420249939
1,180,0,0b96f154cac709309fc80df4bc5de142,115.94048595428467
1,200,1,0b96f154cac709309fc80df4bc5de142,73.53188705444336
1,200,1,0b96f154cac709309fc80df4bc5de142,66.68328666687012
1,200,1,0b96f154cac709309fc80df4bc5de142,62.02573204040527
1,200,1,0b96f154cac709309fc80df4bc5de142,114.74725604057312
1,200,1,0b96f154cac709309fc80df4bc5de142,74.33683252334595
1,200,0,0b96f154cac709309fc80df4bc5de142,128.71998643875122
1,200,0,0b96f154cac709309fc80df4bc5de142,102.16058826446533
1,200,0,0b96f154cac709309fc80df4bc5de142,96.78343629837036
1,200,0,0b96f154cac709309fc80df4bc5de142,125.31896328926086
1,200,0,0b96f154cac709309fc80df4bc5de142,112.72308492660522
